"column_label","time","S1","S2","S3","S4","S5","L1","L2","L3","L4","L5","L_q1","L_q2","L_q3","L_q4","L_q5","L_r1","L_r2","L_r3","L_r4","L_r5","I_a1","I_a2","I_a3","I_a4","I_a5","I_aq1","I_aq2","I_aq3","I_aq4","I_aq5","I_ar1","I_ar2","I_ar3","I_ar4","I_ar5","I_aqn1","I_aqn2","I_aqn3","I_aqn4","I_aqn5","I_sm1","I_sm2","I_sm3","I_sm4","I_sm5","I_ss1","I_ss2","I_ss3","I_ss4","I_ss5","I_smr1","I_smr2","I_smr3","I_smr4","I_smr5","I_ssr1","I_ssr2","I_ssr3","I_ssr4","I_ssr5","I_smis1","I_smis2","I_smis3","I_smis4","I_smis5","I_smisn1","I_smisn2","I_smisn3","I_smisn4","I_smisn5","I_ssis1","I_ssis2","I_ssis3","I_ssis4","I_ssis5","I_ssisn1","I_ssisn2","I_ssisn3","I_ssisn4","I_ssisn5","I_ssh1","I_ssh2","I_ssh3","I_ssh4","I_ssh5","I_smrisn1","I_smrisn2","I_smrisn3","I_smrisn4","I_smrisn5","I_ssrisn1","I_ssrisn2","I_ssrisn3","I_ssrisn4","I_ssrisn5","I_smqisn1","I_smqisn2","I_smqisn3","I_smqisn4","I_smqisn5","R1","R2","R3","R4","R5","D1","D2","D3","D4","D5","N_tot","L_tot1","I_tot1","L_tot2","I_tot2","L_tot3","I_tot3","L_tot4","I_tot4","L_tot5","I_tot5"
"1",0,3e+05,290000,250000,150000,10000,10,40,20,20,10,0,0,0,0,0,0,0,0,0,0,10,40,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000200,10,10,40,40,20,20,20,20,10,10
"1",1,299948.932461809,289803.046573894,249915.874362379,149950.686694002,9998.40934765613,17.0438525122982,66.8213690995514,30.7574710467129,24.332812281703,7.92366744249014,7.84343368642162,30.2453672876519,12.9116723912736,7.55779008709868,0.24327946158156,8.62777705506378,33.2699040164171,14.202839630401,8.31356909580854,0.267607407739717,9.90848038608957,39.4804385387281,19.4370019175704,18.6919331495338,8.84050998963723,0.873499415172244,3.37249028123176,1.44619807044586,0.856351962416903,0.0280228513141339,1.0114203754626,3.9049887466894,1.67454513420047,0.99156543016694,0.0324475120479445,0.0459736534301181,0.177499488485882,0.0761156879182034,0.0450711559166791,0.00147488691127021,1.61655525499883,6.45628645166962,3.20843979284855,3.15970538637873,1.54639708261101,1.44335290624896,5.76454147470502,2.86467838647192,2.82116552355244,1.38071168090268,0.0638165907023202,0.246523942682663,0.105922950313422,0.0630366726199841,0.00207739900103493,0.0569790988413573,0.220110663109521,0.0945740627798413,0.0562827434107001,0.00185482053663833,0.467203650669871,1.86191976294001,0.917272714628263,0.883370050706331,0.418350656919271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423728158540633,1.68859676187682,0.831760031911957,0.800700974489802,0.378970853066279,0.000815085417657436,0.00314964842914153,0.00135477203299456,0.000808492307183792,2.67480364986785e-05,0,0,0,0,0,0,0,0,0,0,0.0629053630889983,0.250826156670886,0.123834398003545,0.119924435071366,0.0572715455790044,0.000663703509867593,0.00264793958003143,0.00131029678761562,0.00127632785497974,0.000614658235256441,1000038.68019695,33.5150632537836,15.9118245755742,130.33664040362,63.1765457605479,57.8719830683876,30.6578635211219,40.2041714646102,28.3699915414995,8.43455431181142,12.630844480984
"1",2,299872.914180074,289512.897391642,249796.666585276,149887.687552559,9996.67738768018,27.0453452816809,104.561623441903,45.4571824234837,30.1540073343264,6.36402990340125,17.6841765410054,67.7202414266708,28.1737629654456,15.4211170578146,0.449747059105669,19.4525941951059,74.4922655693379,30.9911392619902,16.963228763596,0.494721765016236,11.7396279322243,46.3044291338973,21.8927837711555,18.9451887246911,7.6442532215792,3.33769325414237,12.8329576288612,5.41942943442763,3.08591668931002,0.0955216082149827,3.86469745216485,14.8592140965761,6.27512881881094,3.57316669288528,0.110603967406822,0.175668066007493,0.675418822571643,0.28523312812777,0.162416667858422,0.00502745306394646,2.76760558598742,10.9975059297344,5.35670890274167,5.01670151379577,2.28832197876888,2.47107641606019,9.81920172297711,4.78277580601934,4.47919778017479,2.04314462390079,0.4349219067388,1.67552118244574,0.712761816552411,0.41355531428002,0.0131523323864913,0.388323131016785,1.49600105575513,0.636394479064653,0.369245816321447,0.0117431539165101,1.81132389299421,7.17550525188284,3.45119981450865,3.12163250084133,1.34427890264475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67188360217758,6.62260251313809,3.18423105581607,2.87744468672156,1.23702651082393,0.0112006375947777,0.0432036536606405,0.0184625777475052,0.0108373789089438,0.000350368748872049,0,0,0,0,0,0,0,0,0,0,0.246365133467959,0.976845167463711,0.471550295882778,0.430761666877759,0.188498633209855,0.00516042517780734,0.0205053295445506,0.00998423126817979,0.00932918822132449,0.00422554671768207,999804.6709262,64.1821160177922,28.6740218771088,246.774130437912,112.5015609915,104.622084650919,52.0151096049721,62.5383531557369,42.0553037657887,7.30849872752315,14.7934241214552
"1",3,299752.573807971,289059.822937343,249619.730140434,149806.809709344,9994.96490516419,42.8822106710156,163.511731706051,67.3461070738937,37.8882995059157,5.16972512806796,32.0310295608937,121.443192428565,48.7134638983395,24.1652909250245,0.603958275103999,35.2341325169831,133.587511671422,53.5848102881734,26.5818200175269,0.664354102614399,15.8781175546989,61.7794945699233,27.6710669704709,20.6459518035137,6.51983130712282,7.58870204405295,28.9828691208547,11.9433126447888,6.3817631376144,0.180058764721921,8.78691815627183,33.5591116136212,13.8290988518608,7.38940994881666,0.208489095993804,0.399405370739629,1.52541416425551,0.628595402357309,0.335882270400758,0.00947677709062745,3.99321840163921,15.7271462962829,7.39767942187112,6.33882792701117,2.54728651538749,3.56537357289215,14.0420949073955,6.60507091238493,5.65966779197426,2.2743629601674,1.30724605673582,5.01274419390221,2.09638561783321,1.16459630235645,0.0348259968343,1.16718397922841,4.47566445884126,1.87177287306536,1.03981812710398,0.031094640030625,4.24096208244214,16.6712854283206,7.77517505514159,6.47541904408054,2.44355810331461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98169225904787,15.6514389265266,7.29802762513914,6.07321801468499,2.28701310196368,0.0500997629697738,0.192658958432347,0.0814177026179326,0.0464628982246,0.00144425941354053,0,0,0,0,0,0,0,0,0,0,0.683576224075504,2.69385098701799,1.26912874318703,1.08736435894484,0.431025409668897,0.0177134362886336,0.0700182228217539,0.033389142627964,0.0295454632977006,0.0123225142993058,999447.501976273,110.147372748892,50.9589192407186,418.542435806038,197.619922638356,169.644381260407,87.1976030775311,88.635410448467,61.5510172657815,6.43803750578636,16.5374415220408
"1",4,299557.379747568,288335.700292371,249351.115880561,149701.665104907,9993.35465307212,68.8139915471778,258.618388336284,100.985747688592,48.2589887595778,4.23934214637494,54.5180879822484,204.207703718638,78.5009797930274,34.5620140188487,0.705880148246064,59.9698967804733,224.628474090502,86.3510777723301,38.0182154207335,0.77646816307067,23.3859102629362,89.6290128368064,37.8586182642234,23.8511640798242,5.51395740000745,14.4135404022715,54.5550809389265,21.7707956807375,10.6815611180882,0.264911052452928,16.6893625710512,63.169041087178,25.2082897355908,12.3681233998916,0.306739113366548,0.758607389593239,2.87132004941719,1.14583135161777,0.562187427267801,0.0139426869712067,5.74763111513901,22.3625412025325,10.0320806091264,7.58660856783274,2.53000392540354,5.13181349565983,19.9665546451183,8.95721482957711,6.77375764985066,2.25893207625316,2.89586280081818,11.030825936212,4.5041257750229,2.35211037868451,0.0643508738509618,2.58559178644481,9.84895172876068,4.02154087055616,2.10009855239688,0.0574561373669302,8.31825875364118,32.4046659101049,14.5841512119627,11.0186726957116,3.5298338356353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92663334307363,30.8819587630841,13.9031065460778,10.5090897500481,3.36410191456355,0.144305648451372,0.552494295190114,0.229802488839593,0.125967440482333,0.00370223215669776,0,0,0,0,0,0,0,0,0,0,1.56175047890347,6.11276530383848,2.80404298846427,2.23857190442763,0.794524273442528,0.0444090541351705,0.174445306304856,0.0811577892467976,0.0672889343639984,0.0253743539788466,998889.598059865,183.301976309899,87.9975175690802,687.454566145424,337.272447393331,265.83780525395,142.215557363332,120.83921819916,87.9293410600786,5.72169045769168,17.9079312480283
"1",5,299238.345315146,287170.931073851,248939.932098123,149563.80444781,9991.88358021956,111.504704927277,412.650115179155,152.985574425649,62.1959181620889,3.50376017673743,90.7631692867724,335.245423372128,123.17314238279,47.5150954964902,0.762381994655915,99.8394862154496,368.76996570934,135.490456621069,52.2666050461392,0.838620194121506,36.2122353806302,136.62833595243,54.453151257182,28.7874691916764,4.63993168618735,25.3342504822513,94.8290225193498,36.4412063571072,16.1225413885819,0.339510057484033,29.3343952952383,109.802026075037,42.1950810450714,18.668205818358,0.393116908665722,1.33338160432902,4.99100118522894,1.91795822932143,0.848554809925363,0.0178689503938965,8.56637497258268,32.853370883223,13.9526091886028,9.06444470165338,2.36616401965759,7.6485490826631,29.3333668600206,12.4576867755382,8.0932541979048,2.11264644612285,5.5537001018858,20.9721268812884,8.3088763379965,4.00729158948105,0.0975144633117234,4.95866080525518,18.7251132868647,7.41863958749687,3.57793891917951,0.087066485099753,15.0409075657789,57.9997055039852,25.1037512615558,17.0157352453325,4.5072901398163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5063958678456,55.9561407901238,24.2469336395371,16.481728829069,4.37909809189276,0.33180785215578,1.2629657528646,0.514589435365022,0.267637754184227,0.00731124456239185,0,0,0,0,0,0,0,0,0,0,3.17548844656376,12.3339323940152,5.49411884134927,4.05693571833198,1.27350641401278,0.0949033904701843,0.370112315007676,0.167442111082621,0.128909373901438,0.0432779617812712,998010.606200061,302.107360429499,148.820659010616,1116.66550426062,563.353175690415,411.649173429507,227.010483114774,161.977618704718,122.934802445346,5.10476236551485,18.9475184931944
"1",6,298716.064769104,285298.388930876,248309.254883784,149382.281990171,9990.56269927598,181.664593385092,660.998239928253,233.195859276882,80.8678288589033,2.91490828718233,149.740677442874,544.2459317614,191.036915307997,64.0968899596808,0.782606527949332,164.714745187162,598.67052493754,210.140606838796,70.5065789556489,0.860867180744265,57.6376630638172,213.944650047638,80.67110020246,35.8466822543307,3.89399385473979,42.9454722805884,158.63547070798,58.4959323704137,23.0099348281447,0.39840082340214,49.7263363248919,183.68317660924,67.7321322183738,26.6430824325886,0.461306216570898,2.26028801476782,8.34923530041999,3.07873328265336,1.2110492014813,0.0209684643895863,13.2241826189723,49.9283375279796,20.0295812934925,11.0110277694656,2.134866495628,11.8073059097967,44.5788727928389,17.8835547263325,9.83127479416567,1.90613079966786,9.88889316221264,36.94338685469,14.1292564533074,6.1929293521637,0.130294973669647,8.82936889483271,32.9851668345447,12.6154075475959,5.52940120728901,0.116334797919328,26.0691723912222,99.3959983853277,41.2712429380166,24.8827142570925,5.33390871366469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3762442438531,96.8111814564802,40.2847393962705,24.4354222741189,5.2883797389313,0.670319264116897,2.53257742849495,1.00625429895005,0.490523946110642,0.012241545639712,0,0,0,0,0,0,0,0,0,0,6.00196537234855,23.1112512779737,9.97065591232393,6.75980308279817,1.85492780111103,0.184861630299297,0.715061335474851,0.313682693775543,0.22246763892765,0.065632835540465,996622.393460212,496.120016015128,248.435246169072,1803.91469662719,927.788053945634,634.373381423676,357.197934727866,215.471297774233,169.084042316951,4.55838199587592,19.696826424223
"1",7,297861.638310838,282300.822465917,247342.631558699,149142.886669913,9989.38906290726,296.616141459549,1058.38103158276,356.429298166978,105.767531736008,2.43861590447084,245.923565644412,876.957984031449,294.511310662056,85.6265053029145,0.775627681846261,270.515922208853,964.653782434594,323.962441728262,94.1891558332059,0.853190450030887,93.0508697624595,339.35842510341,121.487640139255,45.597051413803,3.26451773761975,71.5206827993282,260.080396823057,91.8885369183387,31.8084875106895,0.439820779663359,82.8134221886958,301.145722637224,106.397253273866,36.8308802755352,0.509266165925994,3.76424646312254,13.6884419380557,4.83623878517573,1.67413092161524,0.0231484620875452,20.9360754915126,77.7357611872858,29.4969933275254,13.6545587603835,1.88264516081194,18.6929245459934,69.4069296315052,26.3366011852905,12.191570321771,1.68093317929637,16.9266346629572,62.4190227665157,22.9631305890745,9.02178816998963,0.159615971940565,15.1130666633546,55.7312703272462,20.5027951688165,8.05516800891932,0.142514260661219,44.1308743431188,166.159959917986,66.0781300634199,35.1948807762689,5.99846326808362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2515864368292,162.99634826407,65.0279000931262,34.9756067175758,6.07498024575994,1.25169969674897,4.68595688080868,1.80820409177575,0.816391290731689,0.0182937718606865,0,0,0,0,0,0,0,0,0,0,10.8195231800988,41.256157958813,17.1970911883303,10.6290813473308,2.52267045084504,0.339837308030443,1.30243838561305,0.552613596212,0.358436181484534,0.0919042958264445,994431.738382332,813.055629312814,411.452083054121,2899.9927980488,1513.40823547716,974.903050557297,556.823423635664,285.583192872129,229.820514167283,4.06743403634799,20.194199003711
"1",8,296466.714061728,277539.852690691,245864.637800926,148827.107528199,9988.35281120376,484.261019726948,1687.32246911339,544.869381025496,138.825430339944,2.05004735374539,402.591882777797,1402.26618961585,452.139883531928,113.769924627302,0.749405800128789,442.851071055577,1542.49280857744,497.353871885121,125.146917090032,0.824346380141668,151.215294147453,540.51846368873,184.472927718776,58.8137348112933,2.73703437452894,118.009675678924,421.100721669009,142.636203401747,43.1560090166559,0.464386692026434,136.64278236507,487.590309300957,165.157709202022,49.9701157034963,0.537710906556924,6.21103556204865,22.1631958773163,7.50716860009193,2.27136889561347,0.0244414048434966,33.6554103168157,122.708055800906,44.184465628408,17.2498518131833,1.63550266946432,30.0494734971569,109.560764107952,39.45041573965,15.4016534046279,1.46027024059314,28.3610585494342,102.960278987343,36.3709246942718,12.668464536874,0.183539819764981,25.322373704852,91.9288205244134,32.4740399055998,11.3111290507804,0.163874839075876,73.6895842749746,273.553772302829,104.111741480438,48.7216089993405,6.50643253127347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5740241440323,269.748084860355,103.091145596448,48.908167964822,6.73693062079244,2.22503948928752,8.23710866422413,3.07666546277246,1.27221152564936,0.025163761350824,0,0,0,0,0,0,0,0,0,0,18.8996175900214,71.2688999785593,28.6469424483759,16.0339922909566,3.26008032985843,0.601578228382294,2.28161001476264,0.93431060060443,0.550525225870356,0.121517416007679,990987.556954298,1329.70397356032,677.955751730049,4632.08146730668,2450.06957578404,1494.36313644255,862.533407430226,377.742272057278,309.744315722336,3.62379953401585,20.4752878602708
"1",9,294197.650788314,270074.459427968,243613.877864335,148410.825036737,9987.44119587697,789.033614953476,2666.47380182434,831.295969726219,182.54640149407,1.73076483303325,656.796154549231,2219.13406987229,691.282925614519,150.658285421061,0.710446115529227,722.475770004154,2441.04747685951,760.411218175971,165.724113963167,0.781490727082149,246.256025438023,859.128152718985,281.0034159969,76.5280218855819,2.296852560401,193.60840464822,674.765992275004,219.77247335045,57.8961196789897,0.474059453436163,224.178152750571,781.307991055268,254.473390195257,67.0376122598828,0.548910946083979,10.1899160341169,35.5139995934213,11.5669722816026,3.04716419363104,0.0249504975492718,54.5352496805798,194.736808564114,66.8351431786963,22.1077459797339,1.40679375924129,48.6921872148034,173.872150503673,59.6742349809788,19.7390589104767,1.25606585646544,46.9542030244729,167.221124758671,56.741292608378,17.3811830732911,0.201161813694986,41.9233955575651,149.304575677385,50.6618684003375,15.5189134582956,0.179608762227666,122.022253307911,445.637665512634,162.37154629574,66.4818569593219,6.87158713459414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.585645578426,441.11012642545,161.516836778335,67.2989327923095,7.28023318549298,3.83339236897478,13.9984190512328,5.04973083183725,1.89301280227667,0.0325035517298618,0,0,0,0,0,0,0,0,0,0,32.3177640120448,120.313546791072,46.5723626249109,23.4597512635278,4.05132168024587,1.03827865354988,3.8911511337109,1.53536757748775,0.816737694786229,0.153908626674796,985613.052093575,2168.30553950686,1112.77882560366,7326.65534855614,3936.59700613584,2282.99011351671,1329.66690489851,498.928800878298,414.929621993791,3.22270167564463,20.5727275209168
